City,Date,AQI,pct_Traffic,pct_Construction_Dust,pct_Industrial,pct_Crop_Biomass Burning,pct_Secondary_Photochemical,top_source,confidence_pct
Delhi,2015-10-28,333.0,24.3,18.4,16.9,17.3,22.9,Traffic,51.8
Delhi,2015-10-29,262.0,25.7,16.0,18.9,16.8,22.7,Traffic,53.9
Delhi,2015-10-30,236.0,26.1,12.3,18.7,19.4,23.5,Traffic,53.4
Delhi,2015-10-31,340.0,24.6,11.3,20.0,23.6,20.5,Traffic,51.3
Delhi,2015-11-01,415.0,26.8,11.7,19.7,18.4,23.5,Traffic,54.3
Delhi,2015-11-02,420.0,26.4,13.0,19.2,17.5,23.9,Traffic,53.2
Delhi,2015-11-03,407.0,27.0,13.2,19.0,17.5,23.3,Traffic,54.8
Delhi,2015-11-04,454.0,27.6,11.7,19.2,17.8,23.7,Traffic,55.1
Delhi,2015-11-05,388.0,26.8,12.2,18.7,18.5,23.8,Traffic,53.9
Delhi,2015-11-06,276.0,26.8,14.5,18.0,17.8,22.8,Traffic,55.2
Delhi,2015-11-07,483.0,28.2,11.9,17.3,18.4,24.1,Traffic,55.3
Delhi,2015-11-08,451.0,27.1,13.6,18.9,17.2,23.2,Traffic,55.1
Delhi,2015-11-09,378.0,26.3,14.9,18.9,16.8,23.0,Traffic,54.3
Delhi,2015-11-10,439.0,26.8,14.9,18.5,16.9,22.9,Traffic,55.1
Delhi,2015-11-11,431.0,24.4,15.6,19.0,17.8,23.3,Traffic,51.4
Delhi,2015-11-12,421.0,25.5,13.1,19.8,18.5,23.2,Traffic,53.0
Delhi,2015-11-13,454.0,25.9,13.7,18.0,18.4,24.1,Traffic,52.3
Delhi,2015-11-14,450.0,25.7,14.5,18.0,18.1,23.7,Traffic,52.6
Delhi,2015-11-15,367.0,27.3,13.4,18.1,17.6,23.6,Traffic,54.8
Delhi,2015-11-16,383.0,27.4,14.8,17.5,17.2,23.2,Traffic,55.5
Delhi,2015-11-17,347.0,26.2,17.2,16.3,17.5,22.8,Traffic,54.4
Delhi,2015-11-18,369.0,26.8,15.9,17.5,17.1,22.7,Traffic,55.3
Delhi,2015-11-19,392.0,27.4,13.8,18.4,17.3,23.1,Traffic,55.6
Delhi,2015-11-20,455.0,27.2,14.3,18.3,17.1,23.2,Traffic,55.2
Delhi,2015-11-21,450.0,27.6,13.3,18.0,17.6,23.5,Traffic,55.3
Delhi,2015-11-22,478.0,27.3,15.1,17.0,17.3,23.4,Traffic,55.1
Delhi,2015-11-23,431.0,27.5,13.1,18.3,17.4,23.6,Traffic,55.1
Delhi,2015-11-24,440.0,27.5,14.7,16.7,17.5,23.6,Traffic,55.1
Delhi,2015-11-25,376.0,25.8,17.5,15.4,17.8,23.5,Traffic,53.0
Delhi,2015-11-26,347.0,26.5,14.7,17.8,17.5,23.5,Traffic,53.9
Delhi,2015-11-27,343.0,26.5,15.0,17.1,17.8,23.6,Traffic,53.8
Delhi,2015-11-28,362.0,24.1,15.0,17.1,19.5,24.3,Secondary/Photochemical,50.3
Delhi,2015-11-29,319.0,25.4,15.4,18.1,18.3,22.8,Traffic,53.4
Delhi,2015-11-30,425.0,27.4,12.4,18.6,17.8,23.9,Traffic,54.6
Delhi,2015-12-01,400.0,27.5,17.0,15.8,15.6,24.1,Traffic,54.4
Delhi,2015-12-02,386.0,27.2,18.5,16.5,14.7,23.1,Traffic,55.3
Delhi,2015-12-03,385.0,27.1,17.7,16.8,15.2,23.2,Traffic,55.1
Delhi,2015-12-04,392.0,27.7,15.8,17.7,15.3,23.5,Traffic,55.5
Delhi,2015-12-05,428.0,27.9,12.9,19.2,16.0,23.9,Traffic,55.2
Delhi,2015-12-06,394.0,27.2,16.1,18.6,14.9,23.1,Traffic,55.3
Delhi,2015-12-07,440.0,28.0,14.2,18.1,15.9,23.7,Traffic,55.6
Delhi,2015-12-08,437.0,27.9,14.1,18.2,16.0,23.9,Traffic,55.2
Delhi,2015-12-09,431.0,28.0,13.8,18.0,16.0,24.2,Traffic,54.9
Delhi,2015-12-10,383.0,27.5,15.3,17.9,15.4,23.9,Traffic,54.7
Delhi,2015-12-11,377.0,26.7,17.1,16.6,15.4,24.2,Traffic,53.2
Delhi,2015-12-12,379.0,26.0,17.6,15.7,15.8,25.0,Traffic,51.3
Delhi,2015-12-13,333.0,26.3,19.5,16.6,13.8,23.8,Traffic,53.2
Delhi,2015-12-14,314.0,27.0,22.3,13.9,13.5,23.4,Traffic,54.7
Delhi,2015-12-15,174.0,26.4,28.3,17.4,14.1,13.8,Construction/Dust,52.5
Delhi,2015-12-16,244.0,23.8,26.3,16.4,15.2,18.3,Construction/Dust,53.2
Delhi,2015-12-17,308.0,22.3,23.5,21.0,18.0,15.2,Construction/Dust,51.6
Delhi,2015-12-22,326.0,28.5,16.1,18.8,15.6,21.0,Traffic,59.8
Delhi,2015-12-23,459.0,27.6,15.2,17.8,16.0,23.5,Traffic,55.3
Delhi,2015-12-24,314.0,29.4,25.0,14.7,15.2,15.6,Traffic,55.7
Delhi,2015-12-25,304.0,28.4,18.2,16.3,14.0,23.1,Traffic,56.9
Delhi,2015-12-26,310.0,28.0,17.1,17.5,14.4,23.1,Traffic,56.4
Delhi,2015-12-27,370.0,27.9,16.4,17.5,14.9,23.4,Traffic,55.8
Delhi,2015-12-28,328.0,27.8,17.9,17.2,14.1,23.0,Traffic,56.2
Delhi,2015-12-29,331.0,27.4,16.8,17.9,14.7,23.2,Traffic,55.5
Delhi,2015-12-30,412.0,27.6,14.1,18.4,16.0,23.8,Traffic,54.9
Delhi,2015-12-31,433.0,27.6,13.7,19.0,16.2,23.6,Traffic,55.2
Delhi,2016-01-01,463.0,27.8,13.6,18.5,16.3,23.8,Traffic,55.2
Delhi,2016-01-02,465.0,27.7,13.9,18.7,16.1,23.7,Traffic,55.2
Delhi,2016-01-03,426.0,27.6,15.2,17.2,16.2,23.8,Traffic,54.9
Delhi,2016-01-04,496.0,27.7,14.4,18.8,16.0,23.0,Traffic,56.1
Delhi,2016-01-05,528.0,27.6,14.0,18.9,15.9,23.6,Traffic,55.2
Delhi,2016-01-06,538.0,27.6,14.3,18.5,15.9,23.7,Traffic,55.1
Delhi,2016-01-07,535.0,27.9,12.6,19.0,16.4,24.2,Traffic,54.8
Delhi,2016-01-08,603.0,28.3,13.7,14.6,17.7,25.7,Traffic,53.4
Delhi,2016-01-09,408.0,27.0,17.2,16.6,14.9,24.3,Traffic,53.5
Delhi,2016-01-10,368.0,26.7,15.7,18.7,14.9,23.9,Traffic,53.6
Delhi,2016-01-11,404.0,27.4,15.1,18.3,15.4,23.8,Traffic,54.7
Delhi,2016-01-12,444.0,26.9,16.0,18.4,15.0,23.8,Traffic,54.0
Delhi,2016-01-13,356.0,27.5,13.9,16.4,17.2,25.0,Traffic,53.2
Delhi,2016-01-14,397.0,26.0,15.6,13.7,17.8,26.9,Secondary/Photochemical,51.2
Delhi,2016-01-15,371.0,25.7,12.7,13.5,19.5,28.6,Secondary/Photochemical,53.8
Delhi,2016-01-16,311.0,25.8,14.7,14.2,18.0,27.4,Secondary/Photochemical,52.1
Delhi,2016-01-17,321.0,26.9,13.0,16.9,17.4,25.8,Traffic,51.4
Delhi,2016-01-18,424.0,28.5,14.4,15.3,16.9,24.8,Traffic,54.8
Delhi,2016-01-19,435.0,28.9,13.4,13.8,18.0,25.9,Traffic,53.9
Delhi,2016-01-20,455.0,27.2,13.2,15.6,18.1,26.0,Traffic,51.6
Delhi,2016-01-21,398.0,27.0,14.4,13.9,17.9,26.7,Traffic,50.4
Delhi,2016-01-22,399.0,28.1,12.2,16.6,17.5,25.6,Traffic,53.2
Delhi,2016-01-23,469.0,28.0,13.9,16.0,17.0,25.1,Traffic,53.8
Delhi,2016-01-24,488.0,28.6,12.5,15.2,17.8,25.9,Traffic,53.5
Delhi,2016-01-25,401.0,26.3,14.5,16.3,17.1,25.7,Traffic,50.8
Delhi,2016-01-26,446.0,27.7,12.7,17.0,17.3,25.3,Traffic,53.1
Delhi,2016-01-27,456.0,28.2,14.1,16.2,16.6,25.0,Traffic,54.2
Delhi,2016-01-28,451.0,27.5,13.7,18.5,16.1,24.2,Traffic,54.3
Delhi,2016-01-29,501.0,27.6,13.4,19.0,16.0,23.9,Traffic,54.8
Delhi,2016-01-30,505.0,27.7,13.3,19.0,16.0,24.0,Traffic,54.8
Delhi,2016-01-31,437.0,27.0,11.4,14.8,19.9,27.0,Traffic,50.0
Delhi,2016-02-01,305.0,24.9,14.3,17.8,15.7,27.3,Secondary/Photochemical,53.1
Delhi,2016-02-02,292.0,24.9,15.9,18.4,15.2,25.6,Secondary/Photochemical,50.9
Delhi,2016-02-03,306.0,23.9,17.0,19.8,14.6,24.7,Secondary/Photochemical,51.0
Delhi,2016-02-04,300.0,26.0,17.3,19.1,14.0,23.7,Traffic,53.0
Delhi,2016-02-05,371.0,26.7,15.4,19.0,15.2,23.7,Traffic,53.9
Delhi,2016-02-06,408.0,27.9,13.0,19.1,15.7,24.3,Traffic,54.7
Delhi,2016-02-07,343.0,26.5,12.5,19.2,16.3,25.5,Traffic,51.3
Delhi,2016-02-08,301.0,25.7,13.9,19.4,15.2,25.8,Secondary/Photochemical,50.1
Delhi,2016-02-09,322.0,26.9,12.2,18.5,16.6,25.9,Traffic,51.3
Delhi,2016-02-10,368.0,27.7,13.4,18.3,16.0,24.6,Traffic,54.0
Delhi,2016-02-11,349.0,27.3,15.4,18.3,14.8,24.2,Traffic,54.0
Delhi,2016-02-12,334.0,26.3,16.6,19.1,14.1,23.9,Traffic,53.1
Delhi,2016-02-13,333.0,26.4,17.4,18.3,13.3,24.6,Traffic,52.3
Delhi,2016-02-14,257.0,24.5,15.1,21.5,13.5,25.4,Secondary/Photochemical,51.2
Delhi,2016-02-15,265.0,26.8,16.0,19.8,13.3,24.0,Traffic,53.6
Delhi,2016-02-16,297.0,25.3,15.2,20.6,14.1,24.8,Traffic,50.6
Delhi,2016-02-17,289.0,26.4,14.9,20.4,14.3,24.0,Traffic,53.1
Delhi,2016-02-18,310.0,27.0,12.3,20.6,15.2,24.8,Traffic,52.9
Delhi,2016-02-19,366.0,26.7,12.5,20.2,16.0,24.6,Traffic,52.7
Delhi,2016-02-20,345.0,25.1,12.9,19.7,16.4,25.9,Secondary/Photochemical,51.0
Delhi,2016-02-21,228.0,20.2,19.1,14.1,14.6,31.9,Secondary/Photochemical,65.2
Delhi,2016-02-22,213.0,21.4,14.1,22.3,14.2,28.0,Secondary/Photochemical,57.4
Delhi,2016-02-23,208.0,25.1,19.0,18.9,12.1,24.9,Traffic,50.3
Delhi,2016-02-24,319.0,27.4,14.6,19.5,14.6,23.9,Traffic,54.6
Delhi,2016-02-25,315.0,27.4,15.2,18.5,14.3,24.6,Traffic,53.6
Delhi,2016-02-26,293.0,27.1,15.6,18.5,14.1,24.7,Traffic,53.1
Delhi,2016-02-27,342.0,27.5,14.5,19.2,14.4,24.5,Traffic,53.9
Delhi,2016-02-28,338.0,27.7,13.7,18.5,15.2,24.9,Traffic,53.6
Delhi,2016-02-29,344.0,28.4,12.8,17.1,15.9,25.8,Traffic,53.4
Delhi,2016-03-01,370.0,28.3,11.9,19.3,15.9,24.6,Traffic,54.8
Delhi,2016-03-02,365.0,28.2,11.8,19.6,15.4,25.0,Traffic,54.2
Delhi,2016-03-03,348.0,28.1,13.5,19.6,14.7,24.0,Traffic,55.3
Delhi,2016-03-04,312.0,26.3,15.6,17.1,14.5,26.4,Secondary/Photochemical,50.1
Delhi,2016-03-05,214.0,20.4,22.5,20.1,9.6,27.3,Secondary/Photochemical,56.2
Delhi,2016-03-06,165.0,24.4,11.9,20.7,10.0,33.0,Secondary/Photochemical,61.2
Delhi,2016-03-07,218.0,25.2,15.3,19.9,13.7,25.9,Secondary/Photochemical,50.9
Delhi,2016-03-08,230.0,22.0,14.6,24.2,13.6,25.7,Secondary/Photochemical,52.0
Delhi,2016-03-09,248.0,23.4,13.3,23.3,14.8,25.2,Secondary/Photochemical,52.3
Delhi,2016-03-10,276.0,25.7,15.9,20.0,14.1,24.3,Traffic,51.8
Delhi,2016-03-11,213.0,24.9,26.5,12.6,16.1,19.9,Construction/Dust,52.1
Delhi,2016-03-12,127.0,24.7,34.7,10.5,12.6,17.4,Construction/Dust,63.0
Delhi,2016-03-13,112.0,21.0,29.8,9.4,11.2,28.5,Construction/Dust,51.7
Delhi,2016-03-14,111.0,23.7,14.5,23.9,10.5,27.5,Secondary/Photochemical,54.7
Delhi,2016-03-15,193.0,23.3,18.1,20.1,12.5,25.9,Secondary/Photochemical,53.4
Delhi,2016-03-16,123.0,21.9,22.5,20.2,12.1,23.3,Secondary/Photochemical,51.0
Delhi,2016-03-17,194.0,25.6,17.5,20.4,11.3,25.2,Traffic,50.5
Delhi,2016-03-18,186.0,26.0,16.4,21.7,11.3,24.6,Traffic,51.8
Delhi,2016-03-19,242.0,28.5,16.2,20.6,13.1,21.6,Traffic,59.0
Delhi,2016-03-20,267.0,26.5,15.6,19.2,13.0,25.7,Traffic,51.0
Delhi,2016-03-21,207.0,21.6,21.7,18.8,10.8,27.0,Secondary/Photochemical,56.9
Delhi,2016-03-22,176.0,19.3,27.0,16.5,9.3,27.9,Secondary/Photochemical,51.2
Delhi,2016-03-23,189.0,24.3,16.8,20.8,12.3,25.9,Secondary/Photochemical,52.1
Delhi,2016-03-24,341.0,28.4,12.3,19.4,14.9,25.0,Traffic,54.4
Delhi,2016-03-25,325.0,27.9,13.3,19.9,14.2,24.6,Traffic,54.3
Delhi,2016-03-26,259.0,22.0,15.8,23.5,12.3,26.4,Secondary/Photochemical,53.8
Delhi,2016-03-27,178.0,19.8,11.1,24.6,12.6,31.8,Secondary/Photochemical,59.4
Delhi,2016-03-28,219.0,23.6,11.9,23.9,13.2,27.4,Secondary/Photochemical,54.6
Delhi,2016-03-29,206.0,23.8,15.8,22.8,13.0,24.6,Secondary/Photochemical,51.0
Delhi,2016-03-30,221.0,24.6,17.1,23.7,13.4,21.2,Traffic,51.2
Delhi,2016-03-31,298.0,28.2,15.1,18.6,14.8,23.3,Traffic,56.4
Delhi,2016-04-01,316.0,22.5,18.2,19.6,23.2,16.5,Crop/Biomass Burning,50.9
Delhi,2016-04-02,294.0,23.7,19.6,21.9,19.2,15.7,Traffic,52.3
Delhi,2016-04-03,314.0,25.0,12.6,21.8,16.0,24.6,Traffic,50.5
Delhi,2016-04-04,334.0,21.1,22.4,18.7,14.8,23.0,Secondary/Photochemical,50.8
Delhi,2016-04-05,261.0,22.1,19.1,25.2,17.9,15.6,Industrial,54.0
Delhi,2016-04-06,208.0,25.9,20.0,23.0,13.5,17.6,Traffic,53.8
Delhi,2016-04-07,289.0,25.1,21.8,22.2,15.2,15.6,Traffic,53.8
Delhi,2016-04-08,216.0,26.7,19.7,23.6,13.3,16.7,Traffic,54.0
Delhi,2016-04-09,314.0,26.9,14.3,22.1,16.3,20.4,Traffic,56.2
Delhi,2016-04-10,262.0,28.6,12.6,26.4,16.3,16.1,Traffic,52.9
Delhi,2016-04-11,257.0,18.4,24.4,21.0,12.3,23.8,Construction/Dust,50.8
Delhi,2016-04-12,235.0,18.5,24.6,19.7,12.3,24.8,Secondary/Photochemical,50.3
Delhi,2016-04-13,239.0,21.6,23.8,20.8,11.3,22.5,Construction/Dust,51.7
Delhi,2016-04-14,239.0,24.7,19.2,20.0,12.4,23.6,Traffic,51.4
Delhi,2016-04-15,302.0,26.8,16.9,19.5,13.8,23.0,Traffic,54.9
Delhi,2016-04-16,296.0,25.8,22.1,17.4,16.8,17.9,Traffic,54.8
Delhi,2016-04-17,247.0,21.2,23.9,15.2,14.4,25.3,Secondary/Photochemical,51.8
Delhi,2016-04-18,265.0,21.3,19.0,20.5,13.8,25.5,Secondary/Photochemical,55.5
Delhi,2016-04-19,301.0,25.0,18.9,19.3,13.4,23.4,Traffic,52.1
Delhi,2016-04-20,322.0,21.5,19.0,20.5,14.1,24.8,Secondary/Photochemical,54.3
Delhi,2016-04-21,291.0,19.7,22.9,18.7,12.8,25.9,Secondary/Photochemical,53.9
Delhi,2016-04-22,292.0,20.4,16.5,21.7,14.6,26.8,Secondary/Photochemical,56.6
Delhi,2016-04-23,258.0,24.9,16.8,20.8,12.5,25.0,Secondary/Photochemical,50.1
Delhi,2016-04-24,282.0,26.7,15.2,20.4,13.8,23.9,Traffic,53.6
Delhi,2016-04-25,271.0,26.1,17.1,20.3,12.8,23.8,Traffic,53.0
Delhi,2016-04-26,314.0,27.2,17.4,19.1,13.6,22.7,Traffic,55.8
Delhi,2016-04-27,377.0,27.1,18.0,18.6,13.9,22.4,Traffic,56.1
Delhi,2016-04-28,390.0,26.6,17.3,18.8,14.0,23.2,Traffic,54.4
Delhi,2016-04-29,392.0,27.6,17.3,19.6,14.9,20.6,Traffic,59.1
Delhi,2016-04-30,342.0,25.9,21.7,14.6,15.2,22.5,Traffic,54.4
Delhi,2016-05-01,297.0,26.1,23.1,12.3,14.4,24.1,Traffic,52.6
Delhi,2016-05-02,275.0,23.6,24.7,11.6,15.0,25.1,Secondary/Photochemical,50.5
Delhi,2016-05-03,281.0,25.2,18.6,18.3,13.7,24.3,Traffic,51.2
Delhi,2016-05-04,309.0,24.7,20.9,18.9,12.3,23.2,Traffic,52.0
Delhi,2016-05-05,262.0,22.2,22.7,18.7,10.7,25.7,Secondary/Photochemical,53.9
Delhi,2016-05-06,194.0,24.0,22.1,19.9,9.5,24.6,Secondary/Photochemical,50.8
Delhi,2016-05-07,229.0,23.9,20.9,18.9,11.7,24.6,Secondary/Photochemical,50.9
Delhi,2016-05-08,246.0,24.1,19.4,20.1,12.3,24.1,Traffic,50.0
Delhi,2016-05-09,225.0,22.1,19.9,19.5,12.3,26.3,Secondary/Photochemical,55.5
Delhi,2016-05-10,221.0,23.4,20.6,20.3,11.4,24.3,Secondary/Photochemical,51.2
Delhi,2016-05-11,185.0,23.7,16.6,20.1,12.2,27.5,Secondary/Photochemical,54.9
Delhi,2016-05-12,218.0,26.2,18.2,17.7,13.3,24.6,Traffic,52.1
Delhi,2016-05-13,310.0,23.9,21.0,16.6,13.1,25.4,Secondary/Photochemical,52.0
Delhi,2016-05-14,307.0,25.6,20.8,17.6,12.6,23.4,Traffic,52.9
Delhi,2016-05-15,325.0,25.9,21.9,17.1,14.0,21.2,Traffic,55.2
Delhi,2016-05-16,316.0,23.8,21.3,19.1,12.8,23.0,Traffic,51.0
Delhi,2016-05-17,302.0,24.0,20.6,19.6,12.1,23.8,Traffic,50.3
Delhi,2016-05-18,318.0,26.5,18.0,19.1,12.9,23.5,Traffic,53.9
Delhi,2016-05-19,300.0,26.6,18.7,19.5,12.0,23.3,Traffic,54.3
Delhi,2016-05-20,246.0,23.2,23.5,15.0,11.7,26.6,Secondary/Photochemical,54.0
Delhi,2016-05-21,255.0,21.3,24.5,14.8,12.2,27.2,Secondary/Photochemical,53.5
Delhi,2016-05-22,218.0,22.7,20.8,17.2,11.2,28.1,Secondary/Photochemical,57.0
Delhi,2016-05-23,252.0,20.5,17.9,19.0,13.9,28.7,Secondary/Photochemical,60.7
Delhi,2016-05-24,190.0,21.6,18.5,17.8,11.3,30.8,Secondary/Photochemical,62.0
Delhi,2016-05-25,256.0,25.1,19.8,15.0,13.7,26.4,Secondary/Photochemical,51.7
Delhi,2016-05-26,311.0,21.9,22.6,13.5,14.5,27.5,Secondary/Photochemical,56.4
Delhi,2016-05-27,381.0,23.8,18.4,14.7,16.6,26.5,Secondary/Photochemical,53.5
Delhi,2016-05-28,409.0,19.2,23.4,16.4,14.3,26.8,Secondary/Photochemical,54.4
Delhi,2016-05-29,269.0,19.5,28.8,13.2,8.7,29.9,Secondary/Photochemical,51.4
Delhi,2016-05-30,187.0,27.6,17.7,14.6,10.8,29.3,Secondary/Photochemical,52.2
Delhi,2016-05-31,225.0,25.3,20.4,11.1,15.1,28.1,Secondary/Photochemical,53.6
Delhi,2016-06-01,283.0,21.3,25.3,14.9,12.1,26.4,Secondary/Photochemical,51.4
Delhi,2016-06-02,316.0,23.7,24.2,14.7,11.9,25.4,Secondary/Photochemical,51.6
Delhi,2016-06-03,361.0,26.5,17.5,17.8,14.0,24.2,Traffic,53.0
Delhi,2016-06-04,330.0,27.1,17.1,15.6,14.8,25.4,Traffic,52.2
Delhi,2016-06-05,256.0,20.7,21.6,15.0,13.6,29.3,Secondary/Photochemical,60.0
Delhi,2016-06-06,237.0,24.3,21.2,15.7,12.5,26.3,Secondary/Photochemical,52.6
Delhi,2016-06-07,246.0,25.8,20.4,17.0,10.9,26.0,Secondary/Photochemical,50.3
Delhi,2016-06-08,202.0,26.1,19.5,18.9,10.4,25.1,Traffic,51.3
Delhi,2016-06-09,209.0,25.7,23.0,15.8,10.4,25.1,Traffic,50.8
Delhi,2016-06-10,262.0,26.4,22.1,16.7,10.9,23.9,Traffic,53.2
Delhi,2016-06-11,280.0,26.7,25.2,11.5,11.3,25.3,Traffic,51.8
Delhi,2016-06-12,279.0,26.2,25.7,11.4,11.4,25.3,Traffic,50.6
Delhi,2016-06-13,357.0,25.0,24.3,11.6,13.2,25.9,Secondary/Photochemical,51.2
Delhi,2016-06-14,266.0,27.9,27.0,10.0,10.6,24.6,Traffic,51.2
Delhi,2016-06-15,330.0,23.4,24.9,13.1,14.0,24.5,Construction/Dust,50.5
Delhi,2016-06-16,248.0,27.7,18.4,13.2,12.4,28.4,Secondary/Photochemical,50.9
Delhi,2016-06-17,172.0,28.4,17.9,13.6,12.6,27.5,Traffic,51.2
Delhi,2016-06-18,234.0,26.6,18.4,10.8,14.5,29.7,Secondary/Photochemical,54.0
Delhi,2016-06-19,201.0,29.4,11.2,12.6,18.0,28.7,Traffic,50.9
Delhi,2016-06-20,206.0,30.4,11.2,15.7,15.7,27.0,Traffic,54.4
Delhi,2016-06-21,159.0,31.3,11.1,15.8,15.8,26.0,Traffic,56.9
Delhi,2016-06-22,187.0,32.0,12.3,10.5,16.0,29.2,Traffic,53.6
Delhi,2016-06-23,228.0,30.7,11.4,10.8,17.6,29.5,Traffic,51.6
Delhi,2016-06-24,284.0,25.8,24.3,10.4,13.4,26.1,Secondary/Photochemical,50.4
Delhi,2016-06-25,310.0,23.5,24.1,13.3,11.5,27.6,Secondary/Photochemical,54.6
Delhi,2016-06-26,158.0,22.2,21.4,12.0,11.0,33.5,Secondary/Photochemical,64.7
Delhi,2016-06-27,154.0,29.8,13.9,10.2,16.5,29.6,Traffic,50.3
Delhi,2016-06-28,187.0,31.9,11.6,13.1,15.4,28.1,Traffic,54.9
Delhi,2016-06-29,180.0,32.6,11.6,15.2,13.7,26.9,Traffic,57.4
Delhi,2016-06-30,190.0,30.5,14.0,12.9,14.5,28.1,Traffic,53.1
Delhi,2016-07-01,164.0,29.8,23.8,10.8,13.2,22.3,Traffic,57.8
Delhi,2016-07-02,148.0,33.3,19.0,10.5,12.9,24.3,Traffic,61.7
Delhi,2016-07-03,154.0,33.0,13.0,11.8,14.4,27.9,Traffic,56.6
Delhi,2016-07-04,160.0,31.1,12.4,12.4,13.0,31.1,Traffic,50.0
Delhi,2016-07-05,165.0,29.4,23.2,10.3,12.1,25.0,Traffic,55.7
Delhi,2016-07-06,210.0,29.0,19.1,9.7,14.4,27.8,Traffic,51.6
Delhi,2016-07-07,158.0,31.0,15.0,12.7,13.1,28.2,Traffic,53.6
Delhi,2016-07-08,172.0,30.3,20.4,11.1,11.8,26.4,Traffic,55.1
Delhi,2016-07-09,151.0,29.9,18.7,10.6,12.3,28.5,Traffic,51.8
Delhi,2016-07-10,143.0,32.0,14.3,11.1,14.4,28.2,Traffic,54.9
Delhi,2016-07-11,156.0,26.5,12.3,11.6,17.4,32.2,Secondary/Photochemical,57.4
Delhi,2016-07-12,108.0,33.9,14.2,13.5,9.6,28.8,Traffic,56.6
Delhi,2016-07-13,163.0,29.6,11.5,11.3,16.6,30.9,Secondary/Photochemical,51.7
Delhi,2016-07-14,247.0,32.8,11.1,10.3,16.7,29.1,Traffic,54.8
Delhi,2016-07-15,123.0,34.7,19.9,9.6,12.8,23.1,Traffic,65.1
Delhi,2016-07-16,106.0,29.5,11.3,12.3,18.5,28.4,Traffic,51.4
Delhi,2016-07-17,202.0,35.1,11.2,10.9,24.4,18.3,Traffic,63.9
Delhi,2016-07-18,120.0,29.9,23.4,10.7,11.4,24.6,Traffic,56.9
Delhi,2016-07-19,135.0,23.4,33.8,9.3,9.2,24.3,Construction/Dust,62.4
Delhi,2016-07-20,245.0,21.7,29.1,11.6,10.7,26.9,Construction/Dust,52.9
Delhi,2016-07-21,280.0,20.4,32.8,9.6,9.5,27.7,Construction/Dust,56.6
Delhi,2016-07-22,269.0,22.3,29.3,10.6,9.6,28.1,Construction/Dust,51.6
Delhi,2016-07-23,163.0,18.7,25.9,10.4,10.6,34.4,Secondary/Photochemical,61.0
Delhi,2016-07-25,195.0,28.5,21.4,9.8,13.2,27.0,Traffic,52.0
Delhi,2016-07-26,163.0,25.3,20.4,11.1,12.3,31.0,Secondary/Photochemical,57.4
Delhi,2016-07-27,108.0,28.4,13.4,16.4,9.4,32.3,Secondary/Photochemical,55.1
Delhi,2016-07-28,134.0,27.8,13.9,14.0,10.2,34.1,Secondary/Photochemical,58.2
Delhi,2016-07-29,155.0,30.5,12.4,13.4,11.5,32.3,Secondary/Photochemical,52.3
Delhi,2016-07-30,116.0,31.8,11.8,12.7,10.6,33.0,Secondary/Photochemical,51.6
Delhi,2016-07-31,136.0,25.2,14.2,10.9,11.0,38.7,Secondary/Photochemical,67.6
Delhi,2016-08-01,150.0,24.5,12.0,15.8,10.3,37.4,Secondary/Photochemical,66.8
Delhi,2016-08-02,121.0,31.5,12.0,10.8,9.7,36.1,Secondary/Photochemical,56.0
Delhi,2016-08-03,149.0,26.8,12.4,9.7,11.5,39.6,Secondary/Photochemical,66.6
Delhi,2016-08-04,178.0,21.3,19.9,12.2,10.7,35.9,Secondary/Photochemical,69.0
Delhi,2016-08-05,120.0,23.3,22.9,12.7,8.9,32.2,Secondary/Photochemical,61.6
Delhi,2016-08-06,140.0,29.3,18.1,12.9,9.3,30.5,Secondary/Photochemical,51.6
Delhi,2016-08-07,142.0,28.1,18.4,13.4,9.2,30.9,Secondary/Photochemical,53.6
Delhi,2016-08-08,141.0,24.9,20.8,11.0,9.7,33.7,Secondary/Photochemical,61.4
Delhi,2016-08-09,125.0,30.5,16.3,10.7,9.5,33.0,Secondary/Photochemical,53.2
Delhi,2016-08-10,127.0,28.2,13.2,15.1,9.5,33.9,Secondary/Photochemical,57.4
Delhi,2016-08-11,119.0,32.7,11.5,11.9,8.0,35.9,Secondary/Photochemical,54.2
Delhi,2016-08-12,111.0,24.9,22.2,11.3,9.3,32.3,Secondary/Photochemical,59.6
Delhi,2016-08-13,132.0,29.2,16.7,10.1,11.7,32.3,Secondary/Photochemical,54.0
Delhi,2016-08-14,149.0,24.5,20.1,16.3,8.6,30.4,Secondary/Photochemical,57.7
Delhi,2016-08-15,166.0,25.0,27.9,10.6,8.2,28.3,Secondary/Photochemical,50.5
Delhi,2016-08-16,274.0,25.4,27.9,9.7,9.3,27.7,Construction/Dust,50.3
Delhi,2016-08-17,295.0,19.9,27.6,13.7,10.9,27.9,Secondary/Photochemical,50.4
Delhi,2016-08-18,219.0,26.0,23.8,11.3,10.4,28.5,Secondary/Photochemical,53.2
Delhi,2016-08-19,169.0,23.4,25.8,10.9,11.1,28.7,Secondary/Photochemical,53.8
Delhi,2016-08-20,174.0,27.1,20.7,11.1,10.4,30.7,Secondary/Photochemical,54.7
Delhi,2016-08-21,111.0,29.0,27.5,12.0,7.2,24.3,Traffic,52.0
Delhi,2016-08-22,93.0,28.7,30.2,10.3,7.3,23.5,Construction/Dust,52.0
